dataset,feature,feature_type,band,channel,coefficient
raeisi,wpli_gamma_C3_P8,wpli,gamma,C3-P8,0.0
raeisi,wpli_delta_C4_P8,wpli,delta,C4-P8,7.801600931783882
raeisi,wpli_theta_C4_P8,wpli,theta,C4-P8,-43.60268511620116
raeisi,wpli_alpha_C4_P8,wpli,alpha,C4-P8,37.25725983274048
raeisi,wpli_beta_C4_P8,wpli,beta,C4-P8,45.56003892865317
raeisi,wpli_gamma_C4_P8,wpli,gamma,C4-P8,-55.08883312438333
raeisi,wpli_delta_F3_P8,wpli,delta,F3-P8,-4.5249761920577685
raeisi,wpli_theta_F3_P8,wpli,theta,F3-P8,-86.05395411080458
raeisi,wpli_alpha_F3_P8,wpli,alpha,F3-P8,44.4576879972818
raeisi,wpli_beta_F3_P8,wpli,beta,F3-P8,42.78859864460742
raeisi,wpli_gamma_F3_P8,wpli,gamma,F3-P8,-4.439281097591626
raeisi,wpli_delta_F4_P8,wpli,delta,F4-P8,-24.500833152195483
raeisi,wpli_theta_F4_P8,wpli,theta,F4-P8,-138.8791013701742
raeisi,wpli_alpha_F4_P8,wpli,alpha,F4-P8,17.08501467265385
raeisi,wpli_beta_F4_P8,wpli,beta,F4-P8,84.43113497799462
raeisi,wpli_gamma_F4_P8,wpli,gamma,F4-P8,10.089525578972266
raeisi,wpli_delta_F7_P8,wpli,delta,F7-P8,16.127958538148466
raeisi,wpli_theta_F7_P8,wpli,theta,F7-P8,-87.38537049311311
raeisi,wpli_alpha_F7_P8,wpli,alpha,F7-P8,44.30528662997183
raeisi,wpli_beta_F7_P8,wpli,beta,F7-P8,2.32324159564917
raeisi,wpli_gamma_F7_P8,wpli,gamma,F7-P8,-115.48536164738822
raeisi,wpli_delta_F8_P8,wpli,delta,F8-P8,13.495353143227277
raeisi,wpli_theta_F8_P8,wpli,theta,F8-P8,-47.0529058096484
raeisi,wpli_alpha_F8_P8,wpli,alpha,F8-P8,71.80327597093995
raeisi,wpli_beta_F8_P8,wpli,beta,F8-P8,0.38785200007322373
raeisi,wpli_gamma_F8_P8,wpli,gamma,F8-P8,-28.120534452184838
raeisi,wpli_delta_Fp1_P8,wpli,delta,Fp1-P8,27.08893949750687
raeisi,wpli_theta_Fp1_P8,wpli,theta,Fp1-P8,-71.89939094402092
raeisi,wpli_alpha_Fp1_P8,wpli,alpha,Fp1-P8,29.970800754434148
raeisi,wpli_beta_Fp1_P8,wpli,beta,Fp1-P8,54.93986038563889
raeisi,wpli_gamma_Fp1_P8,wpli,gamma,Fp1-P8,7.910637868698976
raeisi,wpli_delta_Fp2_P8,wpli,delta,Fp2-P8,-35.7338600447333
raeisi,wpli_theta_Fp2_P8,wpli,theta,Fp2-P8,-85.66239048043163
raeisi,wpli_alpha_Fp2_P8,wpli,alpha,Fp2-P8,24.974425626228324
raeisi,wpli_beta_Fp2_P8,wpli,beta,Fp2-P8,74.51210483611307
raeisi,wpli_gamma_Fp2_P8,wpli,gamma,Fp2-P8,3.076308581321867
raeisi,wpli_delta_Fz_P8,wpli,delta,Fz-P8,0.0
raeisi,wpli_theta_Fz_P8,wpli,theta,Fz-P8,-45.40444689497268
raeisi,wpli_alpha_Fz_P8,wpli,alpha,Fz-P8,62.44221783783012
raeisi,wpli_beta_Fz_P8,wpli,beta,Fz-P8,14.73763745870379
raeisi,wpli_gamma_Fz_P8,wpli,gamma,Fz-P8,-77.71708580546654
raeisi,wpli_delta_P7_P8,wpli,delta,P7-P8,2.065559989303415
raeisi,wpli_theta_P7_P8,wpli,theta,P7-P8,-188.4851314207091
raeisi,wpli_alpha_P7_P8,wpli,alpha,P7-P8,2.3245427978284434
raeisi,wpli_beta_P7_P8,wpli,beta,P7-P8,11.679753579811857
raeisi,wpli_gamma_P7_P8,wpli,gamma,P7-P8,-116.76208624760406
raeisi,wpli_delta_C3_T7,wpli,delta,C3-T7,3.3147030983867385
raeisi,wpli_theta_C3_T7,wpli,theta,C3-T7,-42.23928278276002
raeisi,wpli_alpha_C3_T7,wpli,alpha,C3-T7,87.36330145171085
raeisi,wpli_beta_C3_T7,wpli,beta,C3-T7,177.3045928910704
raeisi,wpli_gamma_C3_T7,wpli,gamma,C3-T7,112.43861981436464
raeisi,wpli_delta_C4_T7,wpli,delta,C4-T7,-1.0674045582651854
raeisi,wpli_theta_C4_T7,wpli,theta,C4-T7,-43.76559178607813
raeisi,wpli_alpha_C4_T7,wpli,alpha,C4-T7,100.28422948256855
raeisi,wpli_beta_C4_T7,wpli,beta,C4-T7,133.85517028839655
raeisi,wpli_gamma_C4_T7,wpli,gamma,C4-T7,109.29694968908338
raeisi,wpli_delta_F3_T7,wpli,delta,F3-T7,-17.310273452758864
raeisi,wpli_theta_F3_T7,wpli,theta,F3-T7,-85.43809975304838
raeisi,wpli_alpha_F3_T7,wpli,alpha,F3-T7,80.27465204812671
raeisi,wpli_beta_F3_T7,wpli,beta,F3-T7,141.05853623032823
raeisi,wpli_gamma_F3_T7,wpli,gamma,F3-T7,150.70546881256587
raeisi,wpli_delta_F4_T7,wpli,delta,F4-T7,45.701522269981474
raeisi,wpli_theta_F4_T7,wpli,theta,F4-T7,-140.9224592917824
raeisi,wpli_alpha_F4_T7,wpli,alpha,F4-T7,58.96246933779892
raeisi,wpli_beta_F4_T7,wpli,beta,F4-T7,124.14286433566886
raeisi,wpli_gamma_F4_T7,wpli,gamma,F4-T7,99.26661841197689
raeisi,wpli_delta_F7_T7,wpli,delta,F7-T7,25.467925166047518
raeisi,wpli_theta_F7_T7,wpli,theta,F7-T7,-14.615489155482912
raeisi,wpli_alpha_F7_T7,wpli,alpha,F7-T7,79.61878280456156
raeisi,wpli_beta_F7_T7,wpli,beta,F7-T7,133.2223968830128
raeisi,wpli_gamma_F7_T7,wpli,gamma,F7-T7,140.7847469052297
raeisi,wpli_delta_F8_T7,wpli,delta,F8-T7,17.007082244865764
raeisi,wpli_theta_F8_T7,wpli,theta,F8-T7,-112.90165834093878
raeisi,wpli_alpha_F8_T7,wpli,alpha,F8-T7,79.04748602765737
raeisi,wpli_beta_F8_T7,wpli,beta,F8-T7,118.46600343609053
raeisi,wpli_gamma_F8_T7,wpli,gamma,F8-T7,106.6666653402284
raeisi,wpli_delta_Fp1_T7,wpli,delta,Fp1-T7,0.0
raeisi,wpli_theta_Fp1_T7,wpli,theta,Fp1-T7,-37.14553765217872
raeisi,wpli_alpha_Fp1_T7,wpli,alpha,Fp1-T7,90.04016753716662
raeisi,wpli_beta_Fp1_T7,wpli,beta,Fp1-T7,182.82524503967343
raeisi,wpli_gamma_Fp1_T7,wpli,gamma,Fp1-T7,155.49405018306726
raeisi,wpli_delta_Fp2_T7,wpli,delta,Fp2-T7,-48.608695171604644
raeisi,wpli_theta_Fp2_T7,wpli,theta,Fp2-T7,-21.994979275489566
raeisi,wpli_alpha_Fp2_T7,wpli,alpha,Fp2-T7,78.92859421853903
raeisi,wpli_beta_Fp2_T7,wpli,beta,Fp2-T7,192.1573430417411
raeisi,wpli_gamma_Fp2_T7,wpli,gamma,Fp2-T7,40.37897766687095
raeisi,wpli_delta_Fz_T7,wpli,delta,Fz-T7,-40.301290591531114
raeisi,wpli_theta_Fz_T7,wpli,theta,Fz-T7,-71.86707694867506
raeisi,wpli_alpha_Fz_T7,wpli,alpha,Fz-T7,73.89722802558568
raeisi,wpli_beta_Fz_T7,wpli,beta,Fz-T7,118.3328931154671
raeisi,wpli_gamma_Fz_T7,wpli,gamma,Fz-T7,187.55786499130016
raeisi,wpli_delta_P7_T7,wpli,delta,P7-T7,28.651638165048603
raeisi,wpli_theta_P7_T7,wpli,theta,P7-T7,-94.71780288684549
raeisi,wpli_alpha_P7_T7,wpli,alpha,P7-T7,50.76213734323064
raeisi,wpli_beta_P7_T7,wpli,beta,P7-T7,96.52198939836774
raeisi,wpli_gamma_P7_T7,wpli,gamma,P7-T7,4.418257657911282
raeisi,wpli_delta_P8_T7,wpli,delta,P8-T7,46.84846560318177
raeisi,wpli_theta_P8_T7,wpli,theta,P8-T7,0.0
raeisi,wpli_alpha_P8_T7,wpli,alpha,P8-T7,5.3267571159538605
raeisi,wpli_beta_P8_T7,wpli,beta,P8-T7,235.2000011878449
raeisi,wpli_gamma_P8_T7,wpli,gamma,P8-T7,4.97500819534723
raeisi,wpli_delta_C3_T8,wpli,delta,C3-T8,40.50118426748406
raeisi,wpli_theta_C3_T8,wpli,theta,C3-T8,-40.53636338278448
raeisi,wpli_alpha_C3_T8,wpli,alpha,C3-T8,0.29809462633820294
raeisi,wpli_beta_C3_T8,wpli,beta,C3-T8,-19.68960357626119
raeisi,wpli_gamma_C3_T8,wpli,gamma,C3-T8,12.116488058051981
raeisi,wpli_delta_C4_T8,wpli,delta,C4-T8,65.00794584757786
raeisi,wpli_theta_C4_T8,wpli,theta,C4-T8,-37.16691167400764
raeisi,wpli_alpha_C4_T8,wpli,alpha,C4-T8,45.44993735137723
raeisi,wpli_beta_C4_T8,wpli,beta,C4-T8,47.45262556113473
raeisi,wpli_gamma_C4_T8,wpli,gamma,C4-T8,46.98984481951089
raeisi,wpli_delta_F3_T8,wpli,delta,F3-T8,14.635911112430414
raeisi,wpli_theta_F3_T8,wpli,theta,F3-T8,-47.26245031145503
raeisi,wpli_alpha_F3_T8,wpli,alpha,F3-T8,61.96815323346661
raeisi,wpli_beta_F3_T8,wpli,beta,F3-T8,-5.292762271596578
raeisi,wpli_gamma_F3_T8,wpli,gamma,F3-T8,16.231830166616692
raeisi,wpli_delta_F4_T8,wpli,delta,F4-T8,0.0
raeisi,wpli_theta_F4_T8,wpli,theta,F4-T8,-7.058304658685482
raeisi,wpli_alpha_F4_T8,wpli,alpha,F4-T8,1.0682623101830249
raeisi,wpli_beta_F4_T8,wpli,beta,F4-T8,-28.795469194375627
raeisi,wpli_gamma_F4_T8,wpli,gamma,F4-T8,-88.68999381399698
raeisi,wpli_delta_F7_T8,wpli,delta,F7-T8,50.74201920875256
raeisi,wpli_theta_F7_T8,wpli,theta,F7-T8,-59.026072606007126
raeisi,wpli_alpha_F7_T8,wpli,alpha,F7-T8,26.762959609356265
raeisi,wpli_beta_F7_T8,wpli,beta,F7-T8,88.86729727637353
raeisi,wpli_gamma_F7_T8,wpli,gamma,F7-T8,37.1272889432425
raeisi,wpli_delta_F8_T8,wpli,delta,F8-T8,0.479743200739184
raeisi,wpli_theta_F8_T8,wpli,theta,F8-T8,-63.475194611514056
raeisi,wpli_alpha_F8_T8,wpli,alpha,F8-T8,0.0
raeisi,wpli_beta_F8_T8,wpli,beta,F8-T8,86.45875293350774
raeisi,wpli_gamma_F8_T8,wpli,gamma,F8-T8,72.87160260268405
raeisi,wpli_delta_Fp1_T8,wpli,delta,Fp1-T8,79.72128438099736
raeisi,wpli_theta_Fp1_T8,wpli,theta,Fp1-T8,-48.7906862785681
raeisi,wpli_alpha_Fp1_T8,wpli,alpha,Fp1-T8,85.0393549265051
raeisi,wpli_beta_Fp1_T8,wpli,beta,Fp1-T8,0.0
raeisi,wpli_gamma_Fp1_T8,wpli,gamma,Fp1-T8,20.373349495766252
raeisi,wpli_delta_Fp2_T8,wpli,delta,Fp2-T8,25.016662336436113
raeisi,wpli_theta_Fp2_T8,wpli,theta,Fp2-T8,-8.515607290317831
raeisi,wpli_alpha_Fp2_T8,wpli,alpha,Fp2-T8,38.55443128204872
raeisi,wpli_beta_Fp2_T8,wpli,beta,Fp2-T8,-17.965804136978143
raeisi,wpli_gamma_Fp2_T8,wpli,gamma,Fp2-T8,47.56909705296632
raeisi,wpli_delta_Fz_T8,wpli,delta,Fz-T8,114.76824466311948
raeisi,wpli_theta_Fz_T8,wpli,theta,Fz-T8,0.0
raeisi,wpli_alpha_Fz_T8,wpli,alpha,Fz-T8,7.285738499965177
raeisi,wpli_beta_Fz_T8,wpli,beta,Fz-T8,-51.945728350656175
raeisi,wpli_gamma_Fz_T8,wpli,gamma,Fz-T8,-1.0568282123760873
raeisi,wpli_delta_P7_T8,wpli,delta,P7-T8,57.17654897691065
raeisi,wpli_theta_P7_T8,wpli,theta,P7-T8,-72.51476529496337
raeisi,wpli_alpha_P7_T8,wpli,alpha,P7-T8,-40.65281398212631
raeisi,wpli_beta_P7_T8,wpli,beta,P7-T8,67.75035432005345
raeisi,wpli_gamma_P7_T8,wpli,gamma,P7-T8,9.801422301855954
raeisi,wpli_delta_P8_T8,wpli,delta,P8-T8,73.00631089256171
raeisi,wpli_theta_P8_T8,wpli,theta,P8-T8,-62.50086860794169
raeisi,wpli_alpha_P8_T8,wpli,alpha,P8-T8,-6.443773574483491
raeisi,wpli_beta_P8_T8,wpli,beta,P8-T8,48.16081363906528
raeisi,wpli_gamma_P8_T8,wpli,gamma,P8-T8,66.46202204791781
raeisi,wpli_delta_T7_T8,wpli,delta,T7-T8,5.212956843646512
raeisi,wpli_theta_T7_T8,wpli,theta,T7-T8,-53.45977536685555
raeisi,wpli_alpha_T7_T8,wpli,alpha,T7-T8,40.97278749873361
raeisi,wpli_beta_T7_T8,wpli,beta,T7-T8,160.57273855167622
raeisi,wpli_gamma_T7_T8,wpli,gamma,T7-T8,100.63239921421263
raeisi,plzc_C3,plzc,,C3,-58.15907705849641
raeisi,plzc_C4,plzc,,C4,-70.76590555976288
raeisi,plzc_F3,plzc,,F3,-54.76430709092499
raeisi,plzc_F4,plzc,,F4,-36.79569640898538
raeisi,plzc_F7,plzc,,F7,-45.26583331656051
raeisi,plzc_F8,plzc,,F8,-13.366215091385016
raeisi,plzc_Fp1,plzc,,Fp1,-68.4457061652856
raeisi,plzc_Fp2,plzc,,Fp2,-67.22884495635842
raeisi,plzc_Fz,plzc,,Fz,-19.06660688418115
raeisi,plzc_P7,plzc,,P7,-17.45828866396456
raeisi,plzc_P8,plzc,,P8,-13.752817399674818
raeisi,plzc_T7,plzc,,T7,-36.07797641115306
raeisi,plzc_T8,plzc,,T8,-78.2053938329102
wang,power_delta_C3,power,delta,C3,0.0
wang,power_theta_C3,power,theta,C3,0.0
wang,power_alpha_C3,power,alpha,C3,0.0
wang,power_beta_C3,power,beta,C3,0.0
wang,power_gamma_C3,power,gamma,C3,0.0
wang,power_delta_C4,power,delta,C4,0.0
wang,power_theta_C4,power,theta,C4,0.0
wang,power_alpha_C4,power,alpha,C4,0.0
wang,power_beta_C4,power,beta,C4,0.0
wang,power_gamma_C4,power,gamma,C4,0.0
wang,power_delta_F3,power,delta,F3,0.0
wang,power_theta_F3,power,theta,F3,0.0
wang,power_alpha_F3,power,alpha,F3,0.0
wang,power_beta_F3,power,beta,F3,0.0
wang,power_gamma_F3,power,gamma,F3,-0.8142232297280148
wang,power_delta_F4,power,delta,F4,0.0
wang,power_theta_F4,power,theta,F4,0.0
wang,power_alpha_F4,power,alpha,F4,0.0
wang,power_beta_F4,power,beta,F4,0.0
wang,power_gamma_F4,power,gamma,F4,0.0
wang,power_delta_F7,power,delta,F7,0.0
wang,power_theta_F7,power,theta,F7,0.0
wang,power_alpha_F7,power,alpha,F7,0.0
wang,power_beta_F7,power,beta,F7,0.0
wang,power_gamma_F7,power,gamma,F7,0.0
wang,power_delta_F8,power,delta,F8,-0.1055413140125582
wang,power_theta_F8,power,theta,F8,0.0
wang,power_alpha_F8,power,alpha,F8,0.0
wang,power_beta_F8,power,beta,F8,0.0
wang,power_gamma_F8,power,gamma,F8,-0.5583557129623358
wang,power_delta_Fp1,power,delta,Fp1,0.0
wang,power_theta_Fp1,power,theta,Fp1,0.0
wang,power_alpha_Fp1,power,alpha,Fp1,0.0
wang,power_beta_Fp1,power,beta,Fp1,0.0
wang,power_gamma_Fp1,power,gamma,Fp1,0.0
wang,power_delta_Fp2,power,delta,Fp2,0.0
wang,power_theta_Fp2,power,theta,Fp2,0.0
wang,power_alpha_Fp2,power,alpha,Fp2,0.0
wang,power_beta_Fp2,power,beta,Fp2,0.0
wang,power_gamma_Fp2,power,gamma,Fp2,0.0
wang,power_delta_Fz,power,delta,Fz,0.0
wang,power_theta_Fz,power,theta,Fz,0.0
wang,power_alpha_Fz,power,alpha,Fz,0.0
wang,power_beta_Fz,power,beta,Fz,0.0
wang,power_gamma_Fz,power,gamma,Fz,1.3067740421236682
wang,power_delta_P7,power,delta,P7,-0.09292865393801698
wang,power_theta_P7,power,theta,P7,0.0
wang,power_alpha_P7,power,alpha,P7,0.0
wang,power_beta_P7,power,beta,P7,0.0
wang,power_gamma_P7,power,gamma,P7,0.0
wang,power_delta_P8,power,delta,P8,0.09043232647922603
wang,power_theta_P8,power,theta,P8,0.0
wang,power_alpha_P8,power,alpha,P8,0.0
wang,power_beta_P8,power,beta,P8,0.0
wang,power_gamma_P8,power,gamma,P8,0.0
wang,power_delta_T7,power,delta,T7,0.0
wang,power_theta_T7,power,theta,T7,0.0
wang,power_alpha_T7,power,alpha,T7,0.0
wang,power_beta_T7,power,beta,T7,0.0
wang,power_gamma_T7,power,gamma,T7,0.0
wang,power_delta_T8,power,delta,T8,0.0
wang,power_theta_T8,power,theta,T8,0.0
wang,power_alpha_T8,power,alpha,T8,0.0
wang,power_beta_T8,power,beta,T8,0.0
wang,power_gamma_T8,power,gamma,T8,0.0
wang,wpli_delta_C3_C4,wpli,delta,C3-C4,-1.461419924784672
wang,wpli_theta_C3_C4,wpli,theta,C3-C4,0.0
wang,wpli_alpha_C3_C4,wpli,alpha,C3-C4,0.0
wang,wpli_beta_C3_C4,wpli,beta,C3-C4,0.0
wang,wpli_gamma_C3_C4,wpli,gamma,C3-C4,-0.3734284824727324
wang,wpli_delta_C3_F3,wpli,delta,C3-F3,0.0
wang,wpli_theta_C3_F3,wpli,theta,C3-F3,0.0
wang,wpli_alpha_C3_F3,wpli,alpha,C3-F3,0.0
wang,wpli_beta_C3_F3,wpli,beta,C3-F3,0.0
wang,wpli_gamma_C3_F3,wpli,gamma,C3-F3,0.0
wang,wpli_delta_C4_F3,wpli,delta,C4-F3,0.0
wang,wpli_theta_C4_F3,wpli,theta,C4-F3,0.0
wang,wpli_alpha_C4_F3,wpli,alpha,C4-F3,0.0
wang,wpli_beta_C4_F3,wpli,beta,C4-F3,0.0
wang,wpli_gamma_C4_F3,wpli,gamma,C4-F3,-0.7767085228429634
wang,wpli_delta_C3_F4,wpli,delta,C3-F4,0.0
wang,wpli_theta_C3_F4,wpli,theta,C3-F4,0.0
wang,wpli_alpha_C3_F4,wpli,alpha,C3-F4,-1.82542956747314
wang,wpli_beta_C3_F4,wpli,beta,C3-F4,0.0
wang,wpli_gamma_C3_F4,wpli,gamma,C3-F4,0.0
wang,wpli_delta_C4_F4,wpli,delta,C4-F4,-1.8682333128495627
wang,wpli_theta_C4_F4,wpli,theta,C4-F4,0.0
wang,wpli_alpha_C4_F4,wpli,alpha,C4-F4,0.0
wang,wpli_beta_C4_F4,wpli,beta,C4-F4,0.0
wang,wpli_gamma_C4_F4,wpli,gamma,C4-F4,0.0
wang,wpli_delta_F3_F4,wpli,delta,F3-F4,0.0
wang,wpli_theta_F3_F4,wpli,theta,F3-F4,0.0
wang,wpli_alpha_F3_F4,wpli,alpha,F3-F4,0.0
wang,wpli_beta_F3_F4,wpli,beta,F3-F4,0.0
wang,wpli_gamma_F3_F4,wpli,gamma,F3-F4,0.0
wang,wpli_delta_C3_F7,wpli,delta,C3-F7,0.0
wang,wpli_theta_C3_F7,wpli,theta,C3-F7,0.0
wang,wpli_alpha_C3_F7,wpli,alpha,C3-F7,0.0
wang,wpli_beta_C3_F7,wpli,beta,C3-F7,-1.578814879970356
wang,wpli_gamma_C3_F7,wpli,gamma,C3-F7,0.0
wang,wpli_delta_C4_F7,wpli,delta,C4-F7,0.0
wang,wpli_theta_C4_F7,wpli,theta,C4-F7,0.0
wang,wpli_alpha_C4_F7,wpli,alpha,C4-F7,0.0
wang,wpli_beta_C4_F7,wpli,beta,C4-F7,0.0
wang,wpli_gamma_C4_F7,wpli,gamma,C4-F7,0.0
wang,wpli_delta_F3_F7,wpli,delta,F3-F7,0.21550250269437768
wang,wpli_theta_F3_F7,wpli,theta,F3-F7,0.0
wang,wpli_alpha_F3_F7,wpli,alpha,F3-F7,0.0
wang,wpli_beta_F3_F7,wpli,beta,F3-F7,-1.2080184674469046
wang,wpli_gamma_F3_F7,wpli,gamma,F3-F7,0.0
wang,wpli_delta_F4_F7,wpli,delta,F4-F7,0.0
wang,wpli_theta_F4_F7,wpli,theta,F4-F7,0.0
wang,wpli_alpha_F4_F7,wpli,alpha,F4-F7,0.0
wang,wpli_beta_F4_F7,wpli,beta,F4-F7,0.0
wang,wpli_gamma_F4_F7,wpli,gamma,F4-F7,0.0
wang,wpli_delta_C3_F8,wpli,delta,C3-F8,0.0
wang,wpli_theta_C3_F8,wpli,theta,C3-F8,-1.0793053967602089
wang,wpli_alpha_C3_F8,wpli,alpha,C3-F8,0.0
wang,wpli_beta_C3_F8,wpli,beta,C3-F8,0.0
wang,wpli_gamma_C3_F8,wpli,gamma,C3-F8,0.0
wang,wpli_delta_C4_F8,wpli,delta,C4-F8,0.0
wang,wpli_theta_C4_F8,wpli,theta,C4-F8,0.0
wang,wpli_alpha_C4_F8,wpli,alpha,C4-F8,-1.6563555686197267
wang,wpli_beta_C4_F8,wpli,beta,C4-F8,0.0
wang,wpli_gamma_C4_F8,wpli,gamma,C4-F8,0.0
wang,wpli_delta_F3_F8,wpli,delta,F3-F8,-3.0637637453720945
wang,wpli_theta_F3_F8,wpli,theta,F3-F8,0.0
wang,wpli_alpha_F3_F8,wpli,alpha,F3-F8,0.0
wang,wpli_beta_F3_F8,wpli,beta,F3-F8,0.0
wang,wpli_gamma_F3_F8,wpli,gamma,F3-F8,0.0
wang,wpli_delta_F4_F8,wpli,delta,F4-F8,0.0
wang,wpli_theta_F4_F8,wpli,theta,F4-F8,0.0
wang,wpli_alpha_F4_F8,wpli,alpha,F4-F8,0.0
wang,wpli_beta_F4_F8,wpli,beta,F4-F8,0.0
wang,wpli_gamma_F4_F8,wpli,gamma,F4-F8,0.0
wang,wpli_delta_F7_F8,wpli,delta,F7-F8,-0.8113462740954983
wang,wpli_theta_F7_F8,wpli,theta,F7-F8,0.3848272907602004
wang,wpli_alpha_F7_F8,wpli,alpha,F7-F8,0.0
wang,wpli_beta_F7_F8,wpli,beta,F7-F8,0.0
wang,wpli_gamma_F7_F8,wpli,gamma,F7-F8,1.1316541130456588
wang,wpli_delta_C3_Fp1,wpli,delta,C3-Fp1,0.0
wang,wpli_theta_C3_Fp1,wpli,theta,C3-Fp1,0.0
wang,wpli_alpha_C3_Fp1,wpli,alpha,C3-Fp1,0.0
wang,wpli_beta_C3_Fp1,wpli,beta,C3-Fp1,0.0
wang,wpli_gamma_C3_Fp1,wpli,gamma,C3-Fp1,0.0
wang,wpli_delta_C4_Fp1,wpli,delta,C4-Fp1,-0.2703254381039465
wang,wpli_theta_C4_Fp1,wpli,theta,C4-Fp1,0.0
wang,wpli_alpha_C4_Fp1,wpli,alpha,C4-Fp1,0.0
wang,wpli_beta_C4_Fp1,wpli,beta,C4-Fp1,0.0
wang,wpli_gamma_C4_Fp1,wpli,gamma,C4-Fp1,0.0
wang,wpli_delta_F3_Fp1,wpli,delta,F3-Fp1,0.0
wang,wpli_theta_F3_Fp1,wpli,theta,F3-Fp1,0.0
wang,wpli_alpha_F3_Fp1,wpli,alpha,F3-Fp1,0.0
wang,wpli_beta_F3_Fp1,wpli,beta,F3-Fp1,0.0
wang,wpli_gamma_F3_Fp1,wpli,gamma,F3-Fp1,0.0
wang,wpli_delta_F4_Fp1,wpli,delta,F4-Fp1,0.0
wang,wpli_theta_F4_Fp1,wpli,theta,F4-Fp1,0.9259623240469825
wang,wpli_alpha_F4_Fp1,wpli,alpha,F4-Fp1,0.0
wang,wpli_beta_F4_Fp1,wpli,beta,F4-Fp1,0.0
wang,wpli_gamma_F4_Fp1,wpli,gamma,F4-Fp1,0.0
wang,wpli_delta_F7_Fp1,wpli,delta,F7-Fp1,0.0
wang,wpli_theta_F7_Fp1,wpli,theta,F7-Fp1,-1.6034556507291666
wang,wpli_alpha_F7_Fp1,wpli,alpha,F7-Fp1,0.0
wang,wpli_beta_F7_Fp1,wpli,beta,F7-Fp1,0.0
wang,wpli_gamma_F7_Fp1,wpli,gamma,F7-Fp1,0.0
wang,wpli_delta_F8_Fp1,wpli,delta,F8-Fp1,0.0
wang,wpli_theta_F8_Fp1,wpli,theta,F8-Fp1,0.0
wang,wpli_alpha_F8_Fp1,wpli,alpha,F8-Fp1,0.0
wang,wpli_beta_F8_Fp1,wpli,beta,F8-Fp1,0.0
wang,wpli_gamma_F8_Fp1,wpli,gamma,F8-Fp1,0.0
wang,wpli_delta_C3_Fp2,wpli,delta,C3-Fp2,0.0
wang,wpli_theta_C3_Fp2,wpli,theta,C3-Fp2,0.0
wang,wpli_alpha_C3_Fp2,wpli,alpha,C3-Fp2,0.0
wang,wpli_beta_C3_Fp2,wpli,beta,C3-Fp2,0.0
wang,wpli_gamma_C3_Fp2,wpli,gamma,C3-Fp2,0.0
wang,wpli_delta_C4_Fp2,wpli,delta,C4-Fp2,0.0
wang,wpli_theta_C4_Fp2,wpli,theta,C4-Fp2,0.0
wang,wpli_alpha_C4_Fp2,wpli,alpha,C4-Fp2,0.0
wang,wpli_beta_C4_Fp2,wpli,beta,C4-Fp2,0.0
wang,wpli_gamma_C4_Fp2,wpli,gamma,C4-Fp2,0.0
wang,wpli_delta_F3_Fp2,wpli,delta,F3-Fp2,0.17345484087712443
wang,wpli_theta_F3_Fp2,wpli,theta,F3-Fp2,0.0
wang,wpli_alpha_F3_Fp2,wpli,alpha,F3-Fp2,0.0
wang,wpli_beta_F3_Fp2,wpli,beta,F3-Fp2,0.0
wang,wpli_gamma_F3_Fp2,wpli,gamma,F3-Fp2,0.0
wang,wpli_delta_F4_Fp2,wpli,delta,F4-Fp2,0.0
wang,wpli_theta_F4_Fp2,wpli,theta,F4-Fp2,0.0
wang,wpli_alpha_F4_Fp2,wpli,alpha,F4-Fp2,0.0
wang,wpli_beta_F4_Fp2,wpli,beta,F4-Fp2,0.0
wang,wpli_gamma_F4_Fp2,wpli,gamma,F4-Fp2,0.0
wang,wpli_delta_F7_Fp2,wpli,delta,F7-Fp2,0.0
wang,wpli_theta_F7_Fp2,wpli,theta,F7-Fp2,0.0
wang,wpli_alpha_F7_Fp2,wpli,alpha,F7-Fp2,0.0
wang,wpli_beta_F7_Fp2,wpli,beta,F7-Fp2,0.0
wang,wpli_gamma_F7_Fp2,wpli,gamma,F7-Fp2,0.0
wang,wpli_delta_F8_Fp2,wpli,delta,F8-Fp2,0.0
wang,wpli_theta_F8_Fp2,wpli,theta,F8-Fp2,0.0
wang,wpli_alpha_F8_Fp2,wpli,alpha,F8-Fp2,0.0
wang,wpli_beta_F8_Fp2,wpli,beta,F8-Fp2,0.0
wang,wpli_gamma_F8_Fp2,wpli,gamma,F8-Fp2,0.0
wang,wpli_delta_Fp1_Fp2,wpli,delta,Fp1-Fp2,0.0
wang,wpli_theta_Fp1_Fp2,wpli,theta,Fp1-Fp2,0.0
wang,wpli_alpha_Fp1_Fp2,wpli,alpha,Fp1-Fp2,0.0
wang,wpli_beta_Fp1_Fp2,wpli,beta,Fp1-Fp2,0.0
wang,wpli_gamma_Fp1_Fp2,wpli,gamma,Fp1-Fp2,0.0
wang,wpli_delta_C3_Fz,wpli,delta,C3-Fz,0.0
wang,wpli_theta_C3_Fz,wpli,theta,C3-Fz,0.0
wang,wpli_alpha_C3_Fz,wpli,alpha,C3-Fz,0.0
wang,wpli_beta_C3_Fz,wpli,beta,C3-Fz,0.0
wang,wpli_gamma_C3_Fz,wpli,gamma,C3-Fz,0.0
wang,wpli_delta_C4_Fz,wpli,delta,C4-Fz,0.0
wang,wpli_theta_C4_Fz,wpli,theta,C4-Fz,0.23957762607416286
