dataset,feature,t_stat,p_perm,p_fdr,fdr_significant
ibarra_zarate,wpli_theta_F8_T7,-0.43216163843823846,0.6227377262273772,0.9409381642480913,False
ibarra_zarate,wpli_alpha_F8_T7,1.3174868095515806,0.27757224277572246,0.829797275049565,False
ibarra_zarate,wpli_beta_F8_T7,0.6693116265167139,0.6305369463053695,0.9409381642480913,False
ibarra_zarate,wpli_gamma_F8_T7,0.8612452859312942,0.5075492450754925,0.9066146820432461,False
ibarra_zarate,wpli_delta_Fp1_T7,-0.013606469029012079,0.9725027497250275,0.9914569833339245,False
ibarra_zarate,wpli_theta_Fp1_T7,0.9341955661409509,0.42515748425157485,0.895736974975069,False
ibarra_zarate,wpli_alpha_Fp1_T7,0.37073259025626987,0.7313268673132687,0.9409381642480913,False
ibarra_zarate,wpli_beta_Fp1_T7,1.9123003314798623,0.19158084191580843,0.814983988326831,False
ibarra_zarate,wpli_gamma_Fp1_T7,1.6143085318609935,0.26717328267173285,0.829797275049565,False
ibarra_zarate,wpli_delta_Fp2_T7,-0.6181090688184158,0.49935006499350065,0.8988301169883012,False
ibarra_zarate,wpli_theta_Fp2_T7,0.5328232822057629,0.660933906609339,0.9409381642480913,False
ibarra_zarate,wpli_alpha_Fp2_T7,0.9748917365847101,0.39856014398560147,0.895736974975069,False
ibarra_zarate,wpli_beta_Fp2_T7,0.9341204090075914,0.5173482651734826,0.9102217597789093,False
ibarra_zarate,wpli_gamma_Fp2_T7,1.7634117498706559,0.21537846215378462,0.8178704517607941,False
ibarra_zarate,wpli_delta_Fz_T7,0.023688102727400902,0.9909009099090091,0.9919008099190081,False
ibarra_zarate,wpli_theta_Fz_T7,1.854875845892058,0.1401859814018598,0.814983988326831,False
ibarra_zarate,wpli_alpha_Fz_T7,2.0286070071081626,0.0851914808519148,0.6807964364853838,False
ibarra_zarate,wpli_beta_Fz_T7,2.179166234749165,0.14158584141585842,0.814983988326831,False
ibarra_zarate,wpli_gamma_Fz_T7,1.3748895415253757,0.2705729427057294,0.829797275049565,False
ibarra_zarate,wpli_delta_P7_T7,-0.1692706214890035,0.8385161483851615,0.9602127165924184,False
ibarra_zarate,wpli_theta_P7_T7,0.5669491600390283,0.6321367863213678,0.9409381642480913,False
ibarra_zarate,wpli_alpha_P7_T7,0.5017051591670643,0.6677332266773323,0.9409381642480913,False
ibarra_zarate,wpli_beta_P7_T7,-0.4778020603463012,0.5665433456654334,0.9314345016010345,False
ibarra_zarate,wpli_gamma_P7_T7,0.385268851207769,0.7581241875812419,0.9413679321723001,False
ibarra_zarate,wpli_delta_P8_T7,-0.08823442329877154,0.8965103489651035,0.9792192873735883,False
ibarra_zarate,wpli_theta_P8_T7,0.4354598277960845,0.7213278672132787,0.9409381642480913,False
ibarra_zarate,wpli_alpha_P8_T7,1.4436994036473194,0.21337866213378662,0.8178704517607941,False
ibarra_zarate,wpli_beta_P8_T7,-0.4455614151403802,0.5887411258874112,0.9336931171747691,False
ibarra_zarate,wpli_gamma_P8_T7,-0.01894028328375489,0.9223077692230777,0.9810000818100009,False
ibarra_zarate,wpli_delta_C3_T8,0.4943068575224853,0.6535346465353464,0.9409381642480913,False
ibarra_zarate,wpli_theta_C3_T8,1.1371156089967853,0.39616038396160386,0.895736974975069,False
ibarra_zarate,wpli_alpha_C3_T8,0.8580589289162068,0.47875212478752127,0.8988301169883012,False
ibarra_zarate,wpli_beta_C3_T8,0.46942581281477463,0.6871312868713129,0.9409381642480913,False
ibarra_zarate,wpli_gamma_C3_T8,0.8610715436350233,0.49875012498750126,0.8988301169883012,False
ibarra_zarate,wpli_delta_C4_T8,3.1045944703354134,0.0173982601739826,0.32569543045695426,False
ibarra_zarate,wpli_theta_C4_T8,1.6428849963087522,0.18218178182181782,0.814983988326831,False
ibarra_zarate,wpli_alpha_C4_T8,0.22421173554773216,0.8453154684531546,0.9602127165924184,False
ibarra_zarate,wpli_beta_C4_T8,0.24355759040628286,0.8583141685831417,0.9675489593897754,False
ibarra_zarate,wpli_gamma_C4_T8,0.809261913406632,0.5121487851214879,0.9079001190790013,False
ibarra_zarate,wpli_delta_F3_T8,-0.5086790115686879,0.5753424657534246,0.9314345016010345,False
ibarra_zarate,wpli_theta_F3_T8,-0.13387302725451009,0.8683131686831317,0.9675489593897754,False
ibarra_zarate,wpli_alpha_F3_T8,0.7099237251154443,0.5707429257074292,0.9314345016010345,False
ibarra_zarate,wpli_beta_F3_T8,0.9277342284241133,0.46315368463153683,0.8988301169883012,False
ibarra_zarate,wpli_gamma_F3_T8,-0.2695419423836062,0.7007299270072993,0.9409381642480913,False
ibarra_zarate,wpli_delta_F4_T8,-0.20313257765328185,0.8145185481451854,0.955044645161419,False
ibarra_zarate,wpli_theta_F4_T8,1.017076253222476,0.3421657834216578,0.8785444036241536,False
ibarra_zarate,wpli_alpha_F4_T8,1.6125945988288515,0.19618038196180382,0.814983988326831,False
ibarra_zarate,wpli_beta_F4_T8,1.2139889942793824,0.33036696330366966,0.8785444036241536,False
ibarra_zarate,wpli_gamma_F4_T8,0.5439103790801482,0.6843315668433156,0.9409381642480913,False
ibarra_zarate,wpli_delta_F7_T8,-1.1909166644259925,0.1835816418358164,0.814983988326831,False
ibarra_zarate,wpli_theta_F7_T8,0.23843276003969455,0.8485151484851515,0.9615135338766366,False
ibarra_zarate,wpli_alpha_F7_T8,0.4511962650132615,0.7125287471252875,0.9409381642480913,False
ibarra_zarate,wpli_beta_F7_T8,-0.08000041190072221,0.7407259274072593,0.9409381642480913,False
ibarra_zarate,wpli_gamma_F7_T8,0.1836187936500606,0.9573042695730427,0.9914569833339245,False
ibarra_zarate,wpli_delta_F8_T8,-0.6740982969393479,0.46115388461153883,0.8988301169883012,False
ibarra_zarate,wpli_theta_F8_T8,0.3359373937304173,0.8035196480351965,0.955044645161419,False
ibarra_zarate,wpli_alpha_F8_T8,0.6389612280025518,0.6007399260073992,0.9409381642480913,False
ibarra_zarate,wpli_beta_F8_T8,-1.0984672641278772,0.193980601939806,0.814983988326831,False
ibarra_zarate,wpli_gamma_F8_T8,-1.0748364990312302,0.1937806219378062,0.814983988326831,False
ibarra_zarate,wpli_delta_Fp1_T8,-0.6855145067665844,0.45715428457154283,0.8988301169883012,False
ibarra_zarate,wpli_theta_Fp1_T8,0.19850725585937853,0.8839116088391161,0.975638285228081,False
ibarra_zarate,wpli_alpha_Fp1_T8,0.3664050538763877,0.7683231676832317,0.9446805319468052,False
ibarra_zarate,wpli_beta_Fp1_T8,-0.3193921360186358,0.680931906809319,0.9409381642480913,False
ibarra_zarate,wpli_gamma_Fp1_T8,-0.8988334805582291,0.2783721627837216,0.829797275049565,False
ibarra_zarate,wpli_delta_Fp2_T8,-0.6484535197332516,0.47395260473952605,0.8988301169883012,False
ibarra_zarate,wpli_theta_Fp2_T8,0.2592054057784393,0.8377162283771623,0.9602127165924184,False
ibarra_zarate,wpli_alpha_Fp2_T8,0.7417751565242422,0.5535446455354465,0.9314345016010345,False
ibarra_zarate,wpli_beta_Fp2_T8,-0.6066754208189845,0.47515248475152483,0.8988301169883012,False
ibarra_zarate,wpli_gamma_Fp2_T8,-0.6132352429294421,0.4577542245775422,0.8988301169883012,False
ibarra_zarate,wpli_delta_Fz_T8,-0.10145119439022839,0.8959104089591041,0.9792192873735883,False
ibarra_zarate,wpli_theta_Fz_T8,1.0464703730415577,0.3581641835816418,0.8822149364010967,False
ibarra_zarate,wpli_alpha_Fz_T8,2.232475669251893,0.0893910608939106,0.6807964364853838,False
ibarra_zarate,wpli_beta_Fz_T8,0.9641626008217512,0.418958104189581,0.895736974975069,False
ibarra_zarate,wpli_gamma_Fz_T8,0.06249604582406522,0.9823017698230176,0.9914569833339245,False
ibarra_zarate,wpli_delta_P7_T8,0.39069770363611706,0.7467253274672533,0.9409381642480913,False
ibarra_zarate,wpli_theta_P7_T8,0.44546818270537036,0.7427257274272573,0.9409381642480913,False
ibarra_zarate,wpli_alpha_P7_T8,-0.0013417496963738205,0.9679032096790321,0.9914569833339245,False
ibarra_zarate,wpli_beta_P7_T8,-0.2987235051750691,0.7225277472252775,0.9409381642480913,False
ibarra_zarate,wpli_gamma_P7_T8,-1.5356169730755946,0.050794920507949204,0.5749139371777108,False
ibarra_zarate,wpli_delta_P8_T8,0.5233424842422486,0.6663333666633336,0.9409381642480913,False
ibarra_zarate,wpli_theta_P8_T8,1.7338229501042464,0.1987801219878012,0.8153489735772186,False
ibarra_zarate,wpli_alpha_P8_T8,-0.6378675889496515,0.48395160483951605,0.8988301169883012,False
ibarra_zarate,wpli_beta_P8_T8,0.4494059435332961,0.7475252474752525,0.9409381642480913,False
ibarra_zarate,wpli_gamma_P8_T8,0.3081152434328834,0.82991700829917,0.959015209590152,False
ibarra_zarate,wpli_delta_T7_T8,-0.6114990250869042,0.49175082491750827,0.8988301169883012,False
ibarra_zarate,wpli_theta_T7_T8,-0.012575587937768369,0.8905109489051095,0.9792192873735883,False
ibarra_zarate,wpli_alpha_T7_T8,0.14583088791898136,0.9021097890210978,0.9795530887746492,False
ibarra_zarate,wpli_beta_T7_T8,-0.7780716209263601,0.34756524347565243,0.8785444036241536,False
ibarra_zarate,wpli_gamma_T7_T8,-0.08684126587377347,0.8827117288271172,0.975638285228081,False
ibarra_zarate,plzc_C3,-0.49062628924484214,0.7319268073192681,0.9409381642480913,False
ibarra_zarate,plzc_C4,-2.41442347467824,0.074992500749925,0.64993500649935,False
ibarra_zarate,plzc_F3,-0.6421585931425787,0.6299370062993701,0.9409381642480913,False
ibarra_zarate,plzc_F4,-0.7587820772353382,0.5597440255974403,0.9314345016010345,False
ibarra_zarate,plzc_F7,-0.028045797451771926,0.9575042495750425,0.9914569833339245,False
ibarra_zarate,plzc_F8,-1.2066513627906006,0.41955804419558046,0.895736974975069,False
ibarra_zarate,plzc_Fp1,0.09948780200141664,0.8649135086491351,0.9675489593897754,False
ibarra_zarate,plzc_Fp2,-0.7529739674614108,0.6493350664933507,0.9409381642480913,False
ibarra_zarate,plzc_Fz,-1.3585748965493119,0.26217378262173785,0.829797275049565,False
ibarra_zarate,plzc_P7,-1.5413326406019783,0.1777822217778222,0.814983988326831,False
ibarra_zarate,plzc_P8,-0.437128551980657,0.7789221077892211,0.9468455751827415,False
ibarra_zarate,plzc_T7,-4.109790162478066,0.0017998200179982,0.18718128187181282,False
ibarra_zarate,plzc_T8,-1.2233928514973287,0.31696830316968305,0.8764488257056646,False
raeisi,power_delta_C3,0.6767264638273561,0.5743425657434257,0.7859424583857404,False
raeisi,power_theta_C3,-1.7571920440087734,0.07899210078992101,0.22270062150411465,False
raeisi,power_alpha_C3,2.156816714994867,0.0413958604139586,0.14209381981509878,False
raeisi,power_beta_C3,0.04983806849353212,0.9773022697730227,0.9857272893400315,False
raeisi,power_gamma_C3,-1.443708820869003,0.12998700129987,0.30724200307242006,False
raeisi,power_delta_C4,0.907091064534539,0.41075892410758924,0.6450844848401066,False
raeisi,power_theta_C4,-1.4828827039771486,0.12838716128387162,0.3050009719840199,False
raeisi,power_alpha_C4,2.920497819089059,0.0005999400059994001,0.011698830116988301,True
raeisi,power_beta_C4,2.83639273008212,0.0105989401059894,0.05010408050104081,False
raeisi,power_gamma_C4,-0.4328683563349519,0.6555344465553444,0.8469566266513844,False
raeisi,power_delta_F3,0.7016688729662869,0.5703429657034297,0.7849537626882472,False
raeisi,power_theta_F3,-1.5371539124008413,0.11258874112588742,0.28481908565900166,False
raeisi,power_alpha_F3,3.8114139060981853,0.0007999200079992001,0.012909053922193988,True
raeisi,power_beta_F3,3.4044744060619223,0.0015998400159984002,0.01741221226714538,True
raeisi,power_gamma_F3,-0.26026574635643485,0.7755224477552245,0.9050985175796634,False
raeisi,power_delta_F4,0.6857799309617046,0.5667433256674332,0.7849537626882472,False
raeisi,power_theta_F4,-1.5685305985789249,0.10838916108389161,0.279743454226006,False
raeisi,power_alpha_F4,3.084644763899477,0.0033996600339966003,0.026966794845939137,True
raeisi,power_beta_F4,2.4238181474481273,0.024997500249975,0.09284785807133572,False
